Postcode;PercentageTrees;PercentageBushes;PercentageGrass
7547;47,38;8,20;41,67
7548;52,89;7,55;40,42
7551;21,58;7,65;25,01
7552;42,11;7,52;38,38
7553;21,92;7,71;29,62
7554;54,76;8,61;38,81
7555;37,27;8,96;39,56
7556;34,33;7,49;37,18
7557;23,88;7,84;32,52
7558;35,66;8,28;35,52
7559;31,84;8,09;43,93
7561;52,40;8,46;40,44
7562;51,84;8,70;37,49
7571;21,94;6,86;21,34
7572;29,07;8,16;36,73
7573;39,89;7,93;33,73
7574;44,23;7,68;35,58
7575;36,50;8,46;36,59
7576;46,96;8,38;35,16
7577;33,06;8,09;38,49
7581;47,92;7,75;34,54
7582;46,37;7,47;34,65
7585;40,45;6,93;43,41
7586;41,13;7,37;39,09
7587;56,63;7,83;34,26
7588;53,48;7,04;38,72
7591;44,24;7,80;36,93
7595;46,05;7,87;40,46
7596;51,38;8,47;35,78
7597;48,45;7,95;38,28
7601;35,41;7,85;37,81
7602;34,98;7,93;38,63
7603;31,46;7,67;36,98
7604;40,65;7,75;41,08
7605;22,11;7,01;28,71
7606;30,41;7,01;35,98
7607;48,95;7,05;30,79
7608;29,17;7,85;37,43
7609;39,49;7,96;37,84
7610;35,86;5,53;39,92
7611;30,19;8,52;43,59
7614;28,88;7,23;41,68
7615;34,87;7,08;44,95
7621;41,22;8,99;39,76
7622;29,15;8,06;31,11
7623;30,34;8,40;42,77
7625;41,97;8,16;46,97
7626;46,15;7,92;43,84
7627;47,63;7,65;40,79
7631;32,72;7,97;37,96
7634;45,28;7,47;37,66
7635;44,48;7,63;42,52
7636;50,63;7,76;33,24
7637;52,47;7,46;35,93
7638;57,39;6,70;32,66
7641;38,04;8,28;59,12
7642;38,20;8,29;47,67
7645;47,40;8,64;42,64
7651;45,09;7,27;34,93
7661;55,23;7,27;33,24
7662;57,91;7,44;41,44
7663;49,16;8,86;39,62
7664;41,46;7,90;36,28
7665;43,09;6,86;39,50
7666;47,90;7,37;41,17
7667;47,44;7,47;36,26
7668;52,44;8,53;32,39
7671;38,50;8,23;57,93
7672;23,41;6,58;29,01
7675;53,03;9,02;49,27
7676;34,98;7,82;37,92
7678;39,54;6,58;38,69
7679;37,24;7,24;38,28
7681;34,61;7,15;40,10
7683;41,78;7,40;41,74
7685;40,35;7,00;45,29
7686;33,03;7,91;47,90
7687;31,88;7,36;47,11
7688;45,04;8,12;37,94
7691;45,46;7,81;37,46
7692;38,84;7,85;37,90
7693;42,13;9,02;39,08
7694;39,78;8,94;39,68
7695;41,49;8,21;42,42
7696;45,05;8,02;37,94
7701;37,13;8,18;39,29
7702;34,59;11,96;38,51
7705;36,81;6,92;48,30
7707;47,62;8,26;36,74
7711;31,53;6,75;45,64
7715;59,29;6,98;30,56
7721;26,92;8,10;30,26
7722;54,98;6,47;33,06
7731;60,39;7,08;27,89
7732;30,33;8,44;44,76
7734;57,41;8,40;30,61
7735;55,33;7,58;35,88
7736;55,76;8,09;35,66
7737;59,15;7,83;32,89
7738;45,95;8,59;40,67
7739;41,03;7,46;41,64
7741;31,76;7,86;42,38
7742;36,79;7,98;40,30
7751;38,83;7,75;48,24
7753;44,04;9,93;52,08
7754;42,41;7,87;54,91
7755;49,43;11,30;42,81
7756;36,82;8,32;43,20
7761;38,80;9,05;44,07
7764;44,31;8,49;41,05
7765;35,79;9,35;56,69
7766;36,35;8,28;51,79
7771;39,14;7,84;39,46
7772;27,67;7,57;30,57
7773;17,31;6,64;30,81
7775;34,51;7,13;39,81
7776;34,48;7,30;42,57
7777;43,72;7,86;46,61
7778;44,10;8,06;42,81
7779;49,10;9,34;36,85
7781;39,09;6,69;49,72
7782;37,69;8,84;45,43
7783;30,85;8,18;33,84
7784;36,68;6,17;40,18
7785;62,63;7,04;30,27
7786;45,65;6,63;36,58
7787;38,40;7,48;42,61
7788;35,54;6,48;50,14
7791;38,91;7,01;44,46
7792;35,85;7,63;53,03
7793;34,18;8,06;39,51
7794;54,44;7,85;30,84
7795;62,73;7,17;26,76
7796;41,07;6,86;42,82
7797;54,02;8,59;34,92
7798;46,52;8,43;36,49
7811;30,88;7,04;34,36
7812;34,85;8,06;39,92
7813;31,40;7,52;48,76
7814;55,92;8,40;37,98
7815;48,81;8,11;31,59
7821;33,69;7,72;38,89
7822;50,96;7,80;29,33
7823;45,83;8,23;34,88
7824;46,65;7,85;34,47
7825;39,39;9,53;45,33
7826;32,86;8,45;38,57
7827;28,21;8,41;36,80
7828;26,67;9,94;52,48
7831;34,16;7,65;48,55
7833;36,77;8,80;43,04
7841;43,53;8,61;42,26
7842;44,47;7,12;46,98
7843;45,37;8,07;45,12
7844;40,03;7,42;47,17
7845;50,54;8,79;47,97
7846;56,28;8,34;35,52
7847;47,41;13,06;36,05
7848;53,77;8,01;35,07
7849;56,83;7,55;35,49
7851;54,07;7,98;37,02
7852;53,10;7,49;36,08
7853;59,42;7,61;35,18
7854;44,97;8,72;45,01
7855;54,78;8,75;35,57
7856;40,37;7,81;56,33
7858;48,72;10,39;40,29
7859;30,75;6,71;55,74
7861;47,86;8,09;41,87
7863;51,90;8,41;42,82
7864;48,97;8,75;48,61
7871;42,96;9,11;43,61
7872;56,24;8,54;36,21
7873;64,46;6,68;24,67
7874;56,88;7,59;31,75
7875;58,73;7,54;40,18
7876;39,84;8,09;44,89
7877;39,77;7,30;48,96
7881;36,32;9,18;45,60
7884;34,11;9,52;47,34
7885;34,51;12,27;45,79
7887;34,03;8,83;47,92
7889;46,03;11,38;42,96
7891;36,71;9,95;48,35
7892;18,81;7,92;46,83
7894;23,40;10,28;64,20
7895;38,98;9,19;50,16
7901;23,95;8,03;39,43
7902;25,21;7,69;39,75
7903;28,37;8,23;47,79
7904;21,43;7,27;34,46
7905;27,86;8,12;46,44
7906;27,78;6,56;34,96
7907;37,38;9,21;44,52
7908;24,95;8,72;41,12
7909;36,31;8,82;42,09
7910;43,99;8,27;43,71
7911;47,18;8,79;46,24
7912;40,33;8,86;46,92
7913;50,64;8,65;41,80
7914;31,37;8,86;50,59
7915;43,69;7,49;50,66
7916;48,12;8,57;42,11
7917;47,28;8,83;43,46
7918;39,60;12,87;47,75
7921;49,82;9,22;39,35
7924;40,07;8,16;44,93
7925;44,39;9,02;43,06
7926;43,72;7,24;44,53
7927;35,41;7,98;43,94
7928;50,73;11,31;31,61
7929;52,62;6,47;45,81
7931;54,49;7,33;39,96
7932;58,02;8,53;35,60
7933;47,23;9,05;39,51
7934;47,13;7,99;48,60
7935;44,95;6,79;46,99
7936;50,38;8,54;49,04
7937;37,33;8,85;55,22
7938;38,72;11,21;60,41
7941;25,70;6,46;20,53
7942;29,40;7,52;46,09
7943;30,62;9,00;38,75
7944;25,96;7,41;26,30
7946;31,51;13,41;60,63
7948;28,38;7,76;55,02
7949;36,77;8,63;31,39
7951;36,39;7,41;43,16
7954;24,13;9,02;57,34
7955;53,03;8,33;39,92
7957;40,90;7,76;35,19
7958;40,80;8,48;47,14
7961;33,34;8,41;56,46
7963;46,94;8,49;47,32
7964;56,65;8,60;38,21
7965;45,95;7,40;43,28
7966;50,89;7,39;28,80
7971;44,93;8,41;46,89
7973;54,24;8,06;38,18
7974;55,88;7,85;38,91
7975;53,50;8,15;34,72
7981;66,93;6,78;21,28
7983;55,00;8,23;37,55
7984;39,00;7,55;38,70
7985;64,21;8,36;23,78
7986;51,61;9,04;33,26
7991;56,96;7,89;34,20
8011;30,37;7,25;23,50
8012;25,66;7,87;29,97
8013;24,89;7,78;37,39
8014;34,06;8,25;30,03
8015;40,50;10,36;46,00
8016;20,54;8,62;41,67
8017;27,62;8,36;43,83
8019;42,56;8,80;38,31
8021;25,84;6,33;21,65
8022;30,99;7,09;30,51
8023;24,78;9,10;26,69
8024;38,05;7,58;40,85
8025;27,87;7,62;43,07
8026;46,75;8,06;46,23
8028;29,12;8,21;44,16
8031;33,19;8,94;40,60
8032;28,00;8,58;32,97
8033;23,02;8,59;34,14
8034;41,21;8,63;47,91
8035;31,58;8,24;51,48
8041;29,56;7,63;43,34
8042;22,50;7,96;48,86
8043;14,67;7,08;40,18
8044;15,77;4,99;51,78
8045;30,07;7,76;56,80
8051;50,53;8,50;38,11
8052;12,89;6,94;38,41
8055;46,69;9,51;42,88
8061;27,33;8,56;50,44
8064;29,53;12,26;56,96
8066;30,55;14,14;71,21
8071;47,01;8,37;41,10
8072;57,59;8,53;36,67
8075;61,36;8,08;43,36
8076;58,99;9,31;42,32
8077;58,84;7,86;36,75
8079;25,55;7,63;72,95
8081;26,97;7,95;52,04
8082;18,96;4,77;45,89
8084;49,51;8,41;47,67
8085;43,03;9,04;52,68
8091;49,66;8,13;43,92
8094;45,05;9,25;43,18
8095;53,69;9,05;53,88
8096;47,90;7,54;49,20
8097;27,54;6,96;71,45
8101;39,93;6,78;44,71
8102;47,79;7,10;38,77
8103;21,44;7,21;36,91
8105;43,98;7,30;43,83
8106;37,93;6,74;52,85
8107;46,63;7,16;40,07
8111;51,64;7,46;38,54
8112;42,70;6,53;45,39
8121;46,41;8,56;46,52
8124;51,98;7,26;40,91
8131;40,42;7,87;44,43
8141;49,90;7,01;35,44
8144;31,27;9,94;52,21
8146;37,86;7,18;53,65
8147;60,98;6,97;28,61
8148;53,26;8,52;40,23
8151;35,83;7,48;46,52
8152;31,93;6,71;47,88
8153;34,50;8,27;63,07
8154;41,68;5,95;44,55
8161;50,42;8,43;41,28
8162;58,48;7,84;43,37
8166;54,19;8,21;46,20
8167;25,67;7,75;57,15
8171;53,97;7,62;39,54
8172;37,35;8,93;47,55
8181;52,11;8,38;44,74
8191;55,42;9,17;35,25
8193;25,11;7,85;56,13
8194;24,76;8,78;61,03
8196;27,97;8,42;60,27
8198;26,27;7,60;58,88
8211;49,05;9,46;42,82
8212;40,80;9,31;39,99
8218;40,74;8,98;67,60
8219;50,29;9,97;49,09
8221;46,45;13,38;51,38
8222;52,23;11,54;40,37
8223;44,63;8,18;43,06
8224;31,67;9,09;40,61
8225;39,87;8,53;37,77
8226;25,12;9,51;41,44
8231;53,14;11,23;34,40
8232;23,40;8,39;41,89
8233;28,55;9,65;50,24
8239;26,88;9,50;54,11
8241;31,38;9,62;56,03
8242;25,26;12,58;49,18
8243;24,35;9,32;45,56
8244;21,79;10,14;45,83
8245;51,02;8,02;47,98
8251;53,49;8,95;45,56
8252;34,70;9,75;45,93
8253;19,82;7,95;52,05
8254;40,33;6,50;47,08
8255;44,37;8,85;50,60
8256;44,54;11,50;48,13
8261;29,55;7,25;40,32
8262;14,98;6,20;35,87
8263;18,94;7,03;60,44
8264;24,33;7,84;47,24
8265;23,49;7,53;58,02
8266;19,63;8,13;44,45
8267;27,60;7,84;71,76
8269;3,31;1,99;74,44
8271;19,08;7,94;57,54
8274;25,00;9,10;67,80
8275;25,29;8,12;51,02
8276;27,32;9,55;58,57
8277;16,44;7,77;65,95
8278;26,35;6,76;71,73
8281;24,96;7,01;49,85
8291;23,57;7,84;51,73
8293;24,79;7,22;54,92
8294;28,02;7,00;49,15
8301;27,66;5,61;32,27
8302;34,44;9,31;43,52
8303;35,31;7,44;38,82
8304;30,20;7,76;46,44
8305;33,04;8,35;56,11
8307;33,17;7,18;56,29
8308;34,44;8,25;54,93
8309;36,08;8,03;51,16
8311;33,99;6,94;46,29
8312;35,51;7,04;49,36
8313;40,77;8,57;47,47
8314;41,98;9,65;49,17
8315;46,25;8,11;45,93
8316;43,66;8,08;48,46
8317;49,64;8,29;43,69
8319;45,30;12,33;48,59
8321;43,37;9,32;40,58
8322;39,38;8,08;47,99
8323;0,00;4,39;66,53
8325;29,88;7,59;57,39
8326;33,40;11,30;64,33
8331;29,11;8,26;38,38
8332;23,57;9,34;51,01
8333;28,95;5,47;45,45
8334;41,07;8,80;40,51
8335;29,10;8,67;54,59
8336;49,52;8,44;45,41
8337;46,05;8,15;39,03
8338;41,19;8,81;43,78
8339;33,37;9,05;53,25
8341;32,58;8,44;49,39
8342;40,34;9,42;47,62
8343;25,79;11,73;58,04
8344;42,49;8,42;51,03
8345;44,39;9,44;49,35
8346;57,10;9,08;32,46
8347;60,37;7,78;35,36
8351;42,39;11,07;52,65
8355;31,77;11,73;60,41
8356;25,32;7,61;64,24
8361;28,90;7,51;76,95
8362;23,44;9,72;77,92
8363;34,21;15,47;55,96
8371;34,43;14,09;53,02
8372;24,79;11,08;67,22
8373;23,76;9,58;80,49
8374;25,50;6,83;63,00
8375;25,50;8,04;56,37
8376;27,47;16,95;69,40
8377;27,42;18,07;67,02
8378;40,93;9,41;45,12
8381;56,68;7,91;37,96
8382;55,51;7,53;37,88
8383;50,38;8,61;45,16
8384;45,46;8,86;41,43
8385;49,28;7,39;41,81
8386;57,63;7,61;34,84
8387;65,78;6,41;21,96
8388;43,25;7,29;48,06
8389;47,51;9,03;49,61
8391;49,97;7,72;40,32
8392;44,42;6,96;46,86
8393;39,57;7,65;47,65
8394;41,27;8,93;51,62
8395;37,13;13,43;45,32
8396;48,37;15,35;38,27
8397;35,54;7,72;44,36
8398;50,56;7,75;44,02
8401;29,03;7,57;45,35
8403;32,66;7,93;49,54
8404;36,41;7,51;52,85
8405;43,18;8,23;48,89
8406;40,30;8,57;53,61
8407;40,95;8,00;58,62
8408;44,64;7,92;38,31
8409;52,53;8,02;43,06
8411;41,14;7,98;45,20
8412;47,12;7,42;40,64
8413;48,90;7,91;38,33
8414;41,72;7,07;44,51
8415;47,90;7,21;36,33
8421;52,71;7,56;43,93
8422;54,96;8,37;34,14
8423;49,15;8,31;43,99
8424;48,74;10,20;41,57
8425;46,30;7,95;44,83
8426;54,14;8,36;36,46
8427;56,55;9,45;31,28
8428;39,91;9,69;48,19
8431;44,24;7,36;39,97
8432;50,87;7,42;35,69
8433;37,13;7,88;43,74
8434;36,10;7,41;47,18
8435;45,99;7,13;45,14
8437;58,55;7,37;27,97
8438;49,04;10,03;38,24
8439;55,39;8,95;29,12
8441;35,38;9,26;49,03
8442;22,60;6,35;35,34
8443;30,44;8,00;44,44
8444;31,36;6,56;51,82
8445;35,06;9,24;50,74
8446;26,11;7,52;36,63
8447;23,00;9,17;49,30
8448;22,58;8,65;55,18
8449;36,22;10,92;54,36
8451;55,96;7,04;37,23
8452;46,10;8,24;39,41
8453;59,99;7,57;31,15
8454;45,38;7,62;37,62
8455;52,62;8,46;43,04
8456;41,26;8,55;43,35
8457;33,78;10,32;57,24
8458;37,78;11,67;52,74
8459;30,74;13,40;51,00
8461;29,53;8,22;57,41
8462;34,99;9,46;65,27
8463;22,82;13,50;62,52
8464;34,19;13,71;52,95
8465;29,63;9,26;54,65
8466;33,49;8,85;49,73
8467;22,77;6,76;65,82
8468;26,73;9,43;57,95
8469;25,57;13,19;50,17
8471;31,88;9,52;41,92
8472;22,21;7,39;47,69
8474;46,46;11,45;42,79
8475;48,09;8,85;47,15
8476;39,37;7,47;52,23
8477;34,75;7,51;59,91
8478;41,61;7,26;44,54
8479;39,29;7,26;57,73
8481;25,54;12,47;69,20
8482;25,79;9,05;66,42
8483;28,13;8,86;65,78
8484;30,86;8,71;66,79
8485;26,62;12,12;63,53
8486;26,79;9,69;68,44
8487;26,38;10,42;68,85
8488;34,25;7,54;57,77
8489;26,28;6,85;59,84
8491;21,46;8,65;55,49
8493;26,22;10,75;52,48
8494;21,29;8,65;64,23
8495;24,96;9,60;60,97
8497;23,25;10,50;68,55
8501;26,88;7,66;46,91
8502;19,23;8,70;44,51
8503;27,67;11,55;61,67
8505;31,05;8,96;59,62
8506;49,97;8,67;43,72
8507;23,51;13,23;64,88
8508;24,87;7,98;61,05
8511;24,22;7,71;60,29
8512;26,83;8,47;64,34
8513;35,20;8,91;51,59
8514;24,25;7,83;60,88
8515;29,61;13,33;60,26
8516;22,73;8,59;70,27
8517;34,92;7,57;56,12
8521;47,87;9,34;43,55
8522;27,04;8,43;63,40
8523;25,41;8,98;56,09
8524;28,84;10,49;57,35
8525;28,59;10,32;52,50
8526;20,61;9,41;63,67
8527;47,68;10,90;50,71
8528;27,16;9,98;58,66
8529;22,72;9,51;64,81
8531;26,75;8,60;54,93
8532;8,52;7,49;35,22
8534;31,58;8,17;69,22
8535;23,51;8,27;71,56
8536;22,46;9,00;60,80
8537;23,28;7,58;61,75
8538;27,35;7,31;68,14
8539;24,53;8,00;62,03
8541;21,02;10,28;65,89
8542;25,58;9,00;54,90
8551;14,57;9,57;48,35
8552;20,19;8,07;62,06
8553;24,30;7,13;61,97
8554;27,77;6,46;61,70
8556;22,69;8,37;61,54
8561;24,69;8,84;48,63
8563;36,77;8,57;61,77
8564;66,91;8,98;27,30
8565;46,73;8,45;53,96
8566;59,16;8,19;40,20
8567;65,33;6,66;34,89
8571;55,77;8,90;44,84
8572;67,84;7,86;31,66
8573;55,75;9,26;53,80
8574;32,60;9,77;49,24
8581;24,42;7,32;65,43
8582;23,65;8,23;68,88
8583;32,35;7,20;63,41
8584;32,31;9,00;60,78
8601;23,54;7,63;47,58
8602;21,83;7,70;53,15
8603;29,67;8,12;39,39
8604;18,22;8,57;51,23
8605;22,90;8,49;43,83
8606;27,78;7,88;49,66
8607;16,03;7,03;49,35
8608;24,54;7,56;48,12
8611;17,57;7,12;63,21
8612;18,06;5,39;71,39
8613;19,70;4,94;67,15
8614;21,00;7,21;66,95
8615;20,31;7,71;56,22
8616;24,86;6,70;64,03
8617;23,30;6,78;62,95
8618;23,23;7,07;67,50
8621;23,20;7,83;55,68
8622;22,91;8,22;63,82
8623;24,21;7,33;65,95
8624;25,43;9,11;63,74
8625;23,22;8,37;63,49
8626;26,84;9,24;62,58
8627;21,98;8,13;52,94
8628;28,02;7,41;57,51
8629;21,77;8,03;57,63
8631;23,24;7,68;64,43
8632;21,82;7,28;58,18
8633;28,31;7,82;52,84
8635;23,63;6,82;60,52
8636;26,92;6,35;57,45
8637;20,82;7,52;62,69
8641;21,28;6,68;60,79
8642;27,90;5,58;62,14
8644;27,64;6,38;56,93
8647;25,86;9,40;57,44
8651;20,24;8,28;56,17
8658;24,19;7,66;66,84
8701;26,34;7,30;48,56
8702;11,77;8,35;46,28
8711;19,92;8,02;59,63
8713;16,00;10,30;65,75
8715;21,50;9,57;54,57
8721;25,07;9,29;66,17
8722;24,85;7,82;63,93
8723;26,72;9,52;62,30
8724;27,13;7,33;62,69
8731;19,21;7,96;58,04
8732;26,25;6,83;59,70
8733;25,33;7,61;58,19
8734;21,62;7,42;56,31
8735;23,40;7,55;60,97
8736;21,13;6,97;64,07
8737;23,91;6,82;63,33
8741;28,16;6,59;60,23
8742;25,29;7,08;60,91
8743;27,12;8,20;59,89
8744;23,86;6,78;60,51
8745;28,39;7,98;60,52
8746;24,53;7,42;59,12
8747;25,84;7,93;60,04
8748;32,50;7,89;52,03
8749;26,35;8,34;56,69
8751;37,87;11,31;58,15
8752;12,19;11,77;44,01
8753;23,08;9,10;60,70
8754;18,17;8,97;59,67
8755;20,00;6,76;62,85
8756;20,29;23,06;75,50
8757;18,54;13,63;69,18
8758;24,03;6,40;63,52
8759;18,75;6,52;61,33
8761;25,83;6,94;62,36
8762;18,83;9,14;66,51
8763;20,79;7,10;64,36
8764;22,29;8,30;65,22
8765;23,05;6,47;64,92
8766;22,64;7,04;48,91
8771;25,55;7,70;60,01
8772;32,56;7,08;60,19
8773;23,94;7,27;67,20
8774;24,66;6,43;56,89
8775;25,89;5,54;72,21
8801;25,18;7,71;50,38
8802;25,10;8,95;46,40
8804;27,19;7,19;59,93
8805;26,14;7,47;71,68
8806;24,68;7,20;60,23
8807;24,72;8,25;55,46
8808;21,26;8,07;48,31
8809;24,66;8,16;51,07
8811;25,66;9,60;51,64
8812;28,28;8,22;55,65
8813;29,97;8,21;52,46
8814;24,96;7,35;64,85
8816;29,84;9,17;59,60
8821;27,65;9,05;51,47
8822;35,81;7,27;54,28
8823;26,88;7,28;57,90
8831;22,47;6,50;55,89
8832;29,36;8,05;60,47
8833;26,49;5,33;57,05
8834;26,83;7,04;62,50
8835;21,25;7,39;59,98
8841;21,73;6,93;59,16
8842;22,64;6,83;56,82
8843;25,40;7,07;56,40
8844;29,99;6,28;56,49
8845;24,26;6,04;59,43
8851;26,75;8,99;50,66
8852;26,96;8,43;55,69
8853;24,30;8,16;55,19
8854;23,40;7,89;55,35
8855;26,41;7,95;52,91
8856;30,30;7,55;50,63
8857;25,79;9,98;53,42
8861;19,41;7,19;43,79
8862;20,58;8,71;46,92
8871;44,15;9,11;49,72
8872;27,65;9,21;50,62
8881;52,36;11,97;72,44
8882;29,41;12,21;78,42
8883;21,80;11,00;82,68
8884;17,80;11,37;80,37
8885;9,04;8,30;77,75
8891;26,22;11,32;79,95
8892;13,17;11,65;78,94
8893;20,31;12,65;80,14
8894;57,27;9,11;70,56
8895;54,18;9,85;64,59
8896;63,01;10,03;67,77
8897;19,14;18,00;91,49
8899;52,61;11,95;75,94
8911;28,49;5,26;25,79
8912;22,56;6,09;60,91
8913;17,85;7,53;21,83
8914;18,89;6,26;56,17
8915;26,84;7,98;38,87
8916;16,32;8,00;24,98
8917;30,93;7,21;35,13
8918;29,64;7,26;37,35
8919;37,15;10,39;71,29
8921;20,11;7,15;28,47
8922;16,39;7,32;26,35
8923;18,94;6,09;35,87
8924;30,17;6,78;47,17
8925;18,22;8,58;33,63
8926;34,52;10,16;52,06
8927;10,69;5,99;51,10
8931;27,55;6,89;45,78
8932;24,77;7,29;25,59
8933;20,39;7,64;32,75
8934;27,61;7,24;32,50
8935;22,61;8,97;33,14
8936;28,40;8,27;36,91
8937;25,37;7,28;39,40
8938;40,63;7,18;38,79
8939;15,14;11,21;55,98
8941;20,65;6,24;57,04
9001;24,73;9,54;56,37
9003;26,20;20,46;49,29
9004;19,96;6,93;60,19
9005;19,93;6,40;57,03
9006;17,32;6,12;54,18
9007;26,00;21,17;59,19
9008;24,86;7,20;58,20
9009;25,33;5,44;54,87
9011;26,74;8,12;58,46
9012;27,76;6,57;57,71
9013;29,08;7,48;56,98
9014;24,08;6,93;58,14
9021;23,65;6,16;62,54
9022;21,90;8,14;57,13
9023;23,25;6,75;59,60
9024;25,28;6,96;55,02
9025;22,56;7,74;64,67
9026;25,33;8,21;57,30
9027;22,25;7,01;63,06
9031;23,28;7,96;60,26
9032;23,32;6,95;58,95
9033;22,30;7,85;60,03
9034;29,22;7,21;60,85
9035;24,08;8,24;56,03
9036;23,73;9,44;52,85
9037;28,24;7,23;60,17
9038;23,65;7,64;55,31
9041;24,42;8,31;53,75
9043;26,12;8,99;56,29
9044;26,94;7,73;48,86
9045;26,69;7,34;56,90
9047;27,32;7,65;52,29
9051;24,28;9,02;50,57
9053;24,39;7,95;54,35
9054;25,18;8,87;59,40
9055;22,37;7,57;55,41
9056;32,44;6,97;55,72
9057;36,10;8,47;56,36
9061;34,19;7,92;46,42
9062;38,03;7,97;45,84
9063;36,62;8,07;49,60
9064;43,31;8,40;50,27
9067;28,41;7,18;60,16
9071;29,02;7,86;55,12
9072;22,71;8,26;47,13
9073;23,57;8,08;56,81
9074;24,67;7,52;57,58
9075;22,94;7,89;64,35
9076;25,65;8,01;52,59
9077;27,20;7,57;58,01
9078;27,11;7,50;57,68
9079;27,58;8,26;53,38
9081;24,09;7,12;54,05
9082;31,27;6,63;53,44
9083;23,98;10,38;51,78
9084;25,41;8,46;44,71
9085;22,91;6,53;55,96
9086;31,36;11,20;63,11
9087;24,12;6,47;59,05
9088;24,21;7,20;56,94
9089;24,43;6,28;56,64
9091;25,17;8,33;58,30
9101;26,31;7,63;43,99
9102;20,59;9,42;39,51
9103;22,95;9,63;48,29
9104;30,70;8,84;46,90
9105;31,24;8,94;65,18
9106;23,69;8,33;56,97
9107;31,78;7,68;65,38
9108;25,27;8,37;55,41
9109;25,55;9,28;67,93
9111;22,61;6,89;60,04
9112;21,61;7,88;58,01
9113;28,64;8,42;55,62
9114;31,42;8,01;56,29
9121;32,41;6,88;60,38
9122;29,47;6,88;59,69
9123;30,62;9,28;51,61
9124;26,69;5,99;60,55
9125;24,24;8,15;58,32
9131;26,25;7,46;58,81
9132;25,99;6,95;65,98
9133;23,96;7,68;70,92
9134;25,32;8,15;57,50
9135;26,30;7,14;61,84
9136;22,83;8,50;55,41
9137;30,09;8,03;53,55
9138;23,01;7,87;60,34
9141;25,18;9,55;52,42
9142;31,07;10,15;53,67
9143;24,44;8,05;56,33
9144;29,95;7,97;58,13
9145;28,20;8,89;57,21
9146;28,98;7,33;61,16
9147;26,58;7,96;54,69
9148;26,69;7,58;65,93
9151;24,83;7,91;63,20
9152;30,56;8,03;59,80
9153;22,43;7,67;56,73
9154;26,40;7,53;63,06
9155;25,27;7,50;64,56
9156;25,37;7,81;60,24
9161;30,10;12,93;78,49
9162;34,85;13,33;80,75
9163;46,54;10,43;74,36
9164;24,82;13,40;89,73
9166;30,33;16,62;81,80
9171;22,51;7,45;64,26
9172;28,25;8,59;55,74
9173;30,13;7,99;65,65
9174;24,63;7,71;62,30
9175;24,76;7,59;64,45
9176;21,01;7,32;71,21
9177;28,54;6,88;58,77
9178;26,05;7,92;58,23
9201;26,98;6,90;33,94
9202;27,99;7,54;43,95
9203;30,98;7,46;39,55
9204;33,16;7,60;40,37
9205;29,25;7,91;32,90
9206;24,98;9,69;41,94
9207;27,78;8,38;49,87
9211;50,23;8,37;34,34
9212;48,13;10,01;37,42
9213;34,98;7,74;49,84
9214;34,10;8,33;68,77
9215;22,27;11,74;60,15
9216;26,27;10,00;60,05
9217;27,39;7,56;56,80
9218;29,12;8,06;54,04
9219;28,13;7,83;54,73
9221;26,73;8,25;51,32
9222;31,93;7,80;49,03
9223;31,00;7,56;53,53
9231;23,73;7,88;47,64
9233;26,90;8,55;59,44
9241;51,76;7,10;33,79
9243;57,74;7,26;33,37
9244;59,34;7,22;35,72
9245;27,73;8,13;56,61
9246;65,27;6,77;23,52
9247;35,48;8,19;48,70
9248;35,37;7,36;53,21
9249;32,04;6,80;54,39
9251;33,39;8,29;45,48
9254;27,82;8,18;54,10
9255;33,76;9,00;54,26
9256;28,43;7,61;55,98
9257;36,49;8,97;47,05
9258;23,64;9,87;53,21
9261;27,48;9,14;53,57
9262;29,86;8,07;52,78
9263;26,01;8,56;58,18
9264;24,47;13,04;55,70
9265;28,14;7,91;57,62
9269;29,03;11,17;55,42
9271;22,49;8,63;52,38
9281;26,93;7,98;51,08
9283;23,91;8,18;60,00
9284;23,33;8,92;57,12
9285;27,48;9,74;52,58
9286;25,83;10,45;60,86
9287;25,27;8,29;54,08
9288;26,17;9,60;47,32
9289;25,27;9,44;50,21
9291;29,10;8,50;48,17
9292;25,38;6,92;60,01
9293;40,03;9,95;58,36
9294;25,85;8,75;53,32
9295;24,39;8,18;60,34
9296;25,97;9,78;53,25
9297;47,05;8,41;37,78
9298;27,17;8,78;55,52
9299;24,07;8,87;47,90
9301;44,35;7,78;40,61
9302;20,91;8,90;40,67
9304;48,83;8,36;54,67
9305;57,39;7,52;39,80
9306;51,56;8,06;56,56
9307;55,36;8,79;34,92
9311;37,39;8,18;51,44
9312;40,62;8,75;55,56
9313;36,75;8,05;60,27
9314;41,79;7,74;56,98
9315;31,63;9,94;68,87
9321;34,90;8,41;62,67
9331;61,90;7,24;29,04
9333;49,82;9,87;57,67
9334;54,32;7,52;36,56
9335;52,15;8,12;34,59
9336;55,54;9,03;32,03
9337;56,69;7,04;39,76
9341;56,93;7,80;26,06
9342;49,56;8,85;46,02
9343;38,30;7,22;48,99
9351;31,88;8,10;42,26
9354;37,43;7,08;52,19
9355;30,41;8,55;60,63
9356;30,18;8,07;52,76
9359;33,54;8,71;76,82
9361;33,99;7,86;61,31
9362;30,67;10,12;66,11
9363;36,71;8,07;50,41
9364;36,30;7,67;46,83
9365;31,59;7,90;59,35
9366;33,88;6,79;53,93
9367;31,47;7,53;53,51
